ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,ROOT2_PFMF,ROOT2_FamSize,ROOT2_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
204,Amerindian,NN|JJ,3,"0,2,1",{(america)(indo)>n>},100,6,237016,100,6,68287,"64,4295302",150,714837,1,"1,12E-05","0,001235902982"
205,Amerindians,NN,3,"0,2,1",{(america)(indo)>n>},100,6,237016,100,6,68287,"64,4295302",150,714837,1,"1,12E-05","0,001235902982"
242,AMPHIBOLOGY,NN,3,"0,2,1",{(amphibio)(log)>y>},100,3,1020,"95,79439252",215,380513,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
430,zoologists,NN,3,"0,2,1",{(zoo)(log)>ist>},"66,66666667",4,6038,"39,25233645",215,380513,"31,670282",462,382916,3,"6,27E-05","0,003707708945"
494,woodpeckers,NN,3,"0,2,1",{(wood)}{(peck)}>er>,"21,15384615",53,58074,25,5,2349,"26,35283766",2274,4569119,2,"3,55E-05","0,02502703538"
538,workaday,JJ,3,"0,2,1",{(work)>a>(day)},"44,70588235",86,1051110,"66,66666667",61,89636,"2,23E-05","0,0003089757454","76,47058824",35,778343,3
628,wrongdoers,NN,3,"0,2,1",{(wrong)}{(do)}>er>,"62,5",9,143655,90,11,3190772,"44,65464144",2274,4569119,2,"3,55E-05","0,02502703538"
632,wrongheadedly,RB,3,"0,2,1",{(wrong)}{(head)}>ly>,100,9,143655,"91,75257732",98,230581,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
633,wrongheadedness,NN,3,"0,2,1",{(wrong)}{(head)}>ness>,"87,5",9,143655,"80,41237113",98,230581,"53,54267311",1243,181553,4,"0,0005838515475","0,01637571451"
739,yeomanry,NN,3,"0,2,1",{(yeo)(man)}>ory>,100,3,267,"66,66666667",211,300379,"72,3943662",356,725186,3,"2,62E-05","0,002935269581"
862,westernmost,JJ,3,"0,2,1",{(west)}>ern>{(most)},"66,66666667",22,126506,85,21,123023,"2,44E-05","0,0004634636181","44,44444444",19,536230,4
1010,wholesaler,NN,3,"0,2,1",{(whole)}{(sale)}>er>,"44,44444444",10,131881,"33,33333333",13,162852,"19,26968764",2274,4569119,2,"3,55E-05","0,02502703538"
1115,windbreakers,NN,3,"0,2,1",{(wind)}{(break)}>er>,"52,94117647",35,40204,"54,54545455",34,95043,"44,39067312",2274,4569119,2,"3,55E-05","0,02502703538"
1116,windcheater,NN,3,"0,2,1",{(wind)}{(cheat)}>er>,"94,11764706",35,40204,100,2,13512,"76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
1117,windcheaters,NN,3,"0,2,1",{(wind)}{(cheat)}>er>,"94,11764706",35,40204,100,2,13512,"76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
1124,windjammers,NN,3,"0,2,1",{(wind)}{(jam)}>er>,"44,11764706",35,40204,25,5,14922,"37,87945447",2274,4569119,2,"3,55E-05","0,02502703538"
1201,withdrawals,NN,3,"0,2,1",{(with)}{(draw)}>al>,"26,66666667",16,3580107,"44,44444444",10,76896,"16,29370629",1431,4704731,2,"9,14E-06","0,006642978526"
1258,viviparous,JJ,3,"0,2,1",{(vive)(par)>ious>},"80,76923077",27,48706,90,21,34876,"71,1038961",617,450833,4,"7,10E-05","0,004943611926"
1264,vivisections,NN,3,"0,2,1",{(vive)(sect)}>ion>,"30,76923077",27,48706,"55,55555556",19,147908,"52,7534418",1599,6530204,3,"9,03E-06","0,009114784489"
1389,washerwomen,NN,3,"0,2,1",{(wash)}>er>(women),"82,60869565",24,24337,"87,1975363",2274,4569119,"3,55E-05","0,02502703538","72,4137931",30,123504,5
1391,washerwoman,NN,3,"0,2,1",{(wash)}>er>(woman),"69,56521739",24,24337,"66,65200176",2274,4569119,"3,55E-05","0,02502703538","45,94594595",38,74275,5
1460,watchmakers,NN,3,"0,2,1",{(watch)}{(make)}>er>,"52,94117647",18,112901,"58,97435897",40,1073485,"47,38231412",2274,4569119,2,"3,55E-05","0,02502703538"
1511,wayfarers,NN,3,"0,2,1",{(way)(fare)}>er>,"64,51612903",63,727683,"71,42857143",8,33108,"48,43818742",2274,4569119,2,"3,55E-05","0,02502703538"
1513,waylain,VB,3,"0,2,1",{(way)}{(lay)}>n>,"95,16129032",63,727683,100,25,55753,"99,32885906",150,714837,1,"1,12E-05","0,001235902982"
1567,weekender,NN,3,"0,2,1",{(week)}{(end)}>er>,"88,88888889",10,236278,75,13,328521,"51,29784426",2274,4569119,2,"3,55E-05","0,02502703538"
1568,weekenders,NN,3,"0,2,1",{(week)}{(end)}>er>,"88,88888889",10,236278,75,13,328521,"51,29784426",2274,4569119,2,"3,55E-05","0,02502703538"
1633,welterweights,NN,3,"0,2,1",{(welter)}{(weigh)>t>},100,2,174,"60,86956522",24,56346,"60,41666667",49,133535,1,"2,25E-05","0,0004634636181"
1760,ventriloquists,NN,3,"0,2,1",{(ventr)(loqu)>ist>},0,2,173,"22,72727273",23,3533,"48,15618221",462,382916,3,"6,27E-05","0,003707708945"
1796,verisimilitudes,NN,3,"0,2,1",{(veri)(simil)>itude>},"85,71428571",8,23444,80,11,121791,"54,83870968",32,16660,5,"0,0001200480192","0,0003089757454"
1928,viewfinders,NN,3,"0,2,1",{(view)}{(find)}>er>,"66,66666667",10,230132,50,7,435097,"28,20061593",2274,4569119,2,"3,55E-05","0,02502703538"
1967,violoncellist,NN,3,"0,2,1",{(violon)(cello)>ist>},100,2,24,100,4,1821,"88,5032538",462,382916,3,"6,27E-05","0,003707708945"
1968,violoncellists,NN,3,"0,2,1",{(violon)(cello)>ist>},100,2,24,100,4,1821,"88,5032538",462,382916,3,"6,27E-05","0,003707708945"
1983,virologist,NN,3,"0,2,1",{(vir)(log)>ist>},100,3,34930,"61,21495327",215,380513,"59,65292842",462,382916,3,"6,27E-05","0,003707708945"
1984,virologists,NN,3,"0,2,1",{(vir)(log)>ist>},100,3,34930,"61,21495327",215,380513,"59,65292842",462,382916,3,"6,27E-05","0,003707708945"
2267,uppercuts,NN,3,"0,2,1",{(up)}>er>{(cut)},"31,57894737",39,1065085,"16,27804663",2274,4569119,"3,55E-05","0,02502703538","18,18181818",23,137517,3
2376,vainglorious,JJ,3,"0,2,1",{(vain)}{(glory)}>ious>,"33,33333333",7,2909,"55,55555556",10,15302,"54,70779221",617,450833,4,"7,10E-05","0,004943611926"
2382,valediction,NN,3,"0,2,1",{(val)(dict)>ion>},75,21,41544,"94,73684211",39,77658,"91,42678348",1599,6530204,3,"9,03E-06","0,009114784489"
2383,valedictions,NN,3,"0,2,1",{(val)(dict)>ion>},75,21,41544,"94,73684211",39,77658,"91,42678348",1599,6530204,3,"9,03E-06","0,009114784489"
2384,valedictory,JJ,3,"0,2,1",{(val)(dict)>ory>},60,21,41544,"86,84210526",39,77658,"79,43661972",356,725186,3,"2,62E-05","0,002935269581"
3120,typesetter,NN,3,"0,2,1",{(typo)}{(set)}>er>,40,36,282037,"60,86956522",24,474416,"29,38847338",2274,4569119,2,"3,55E-05","0,02502703538"
3121,typesetters,NN,3,"0,2,1",{(typo)}{(set)}>er>,40,36,282037,"60,86956522",24,474416,"29,38847338",2274,4569119,2,"3,55E-05","0,02502703538"
3128,typographer,NN,3,"0,2,1",{(typo)}(graph)>er>,"74,28571429",36,282037,"56,52173913",116,198105,"47,38231412",2274,4569119,2,"3,55E-05","0,02502703538"
3129,typographers,NN,3,"0,2,1",{(typo)}(graph)>er>,"74,28571429",36,282037,"56,52173913",116,198105,"47,38231412",2274,4569119,2,"3,55E-05","0,02502703538"
3138,tyrannosauruses,NN,3,"0,2,1",{(tyran)(saur)>us>},50,7,5421,50,3,4522,"69,23076923",27,178733,2,"1,68E-05","0,0004634636181"
3188,ULTRAVEHEMENT,JJ,3,"0,2,1",{(ultra)}{(vehem)>ant>},0,1,0,100,4,1214,"96,32829374",464,1534593,3,"7,82E-06","0,001853854472"
3248,trainbearers,NN,3,"0,2,1",{(train)}{(bear)}>er>,"92,30769231",14,106738,"89,47368421",20,47580,"87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
3459,trendsetters,NN,3,"0,2,1",{(trend)}{(set)}>er>,"42,85714286",8,15014,"78,26086957",24,474416,"52,26572811",2274,4569119,2,"3,55E-05","0,02502703538"
3627,troublemakers,NN,3,"0,2,1",{(trouble)}{(make)}>er>,"66,66666667",4,58639,"15,38461538",40,1073485,"22,30532336",2274,4569119,2,"3,55E-05","0,02502703538"
3628,troubleshooters,NN,3,"0,2,1",{(trouble)}{(shoot)}>er>,100,4,58639,50,9,47015,"32,07215134",2274,4569119,2,"3,55E-05","0,02502703538"
3634,timeserver,NN,3,"0,2,1",{(time)}{(serve)}>er>,80,46,1099121,"76,19047619",43,651056,"60,14078311",2274,4569119,2,"3,55E-05","0,02502703538"
3635,timeservers,NN,3,"0,2,1",{(time)}{(serve)}>er>,80,46,1099121,"76,19047619",43,651056,"60,14078311",2274,4569119,2,"3,55E-05","0,02502703538"
3724,titleholders,NN,3,"0,2,1",{(title)}{(hold)}>er>,100,6,127240,"82,75862069",30,140327,"64,23229212",2274,4569119,2,"3,55E-05","0,02502703538"
3742,TOADYISM,NN,3,"0,2,1",{(toad)}>y>{(ism)},100,4,2575,"73,64185111",2486,3870233,"4,99E-05","0,02981615943","66,66666667",7,610,3
3764,TODAY'LL,encl,3,"0,2,1",{(to)(day)}>ll>,100,10,13394246,"97,05882353",35,778343,0,1,0,2,0,0
3812,tomboyish,JJ,3,"0,2,1",{(tom)}{(boy)}>ish>,"78,57142857",15,67254,75,21,85827,"37,05179283",252,161977,3,"0,0001111268884","0,002780781709"
3816,tomfooleries,NN,3,"0,2,1",{(tom)}{(fool)}>ory>,"71,42857143",15,67254,60,11,30266,"68,45070423",356,725186,3,"2,62E-05","0,002935269581"
3888,topographers,NN,3,"0,2,1",{(topo)(graph)>er>},100,5,834,"93,91304348",116,198105,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
4125,theatregoers,NN,3,"0,2,1",{(theater)}{(go)}>er>,80,6,23450,"47,61904762",22,822596,"64,23229212",2274,4569119,2,"3,55E-05","0,02502703538"
4137,theocratic,JJ,3,"0,2,1",{(theo)(crat)}>ic>,50,29,30978,55,21,35528,"41,85587364",1014,1472797,2,"2,78E-05","0,006334002781"
4145,theologies,NN,3,"0,2,1",{(theo)(log)>y>},"10,71428571",29,30978,"7,476635514",215,380513,"5,83501006",2486,3870233,1,"4,99E-05","0,02981615943"
4154,theosophist,NN|JJ,3,"0,2,1",{(theo)(soph)>ist>},"82,14285714",29,30978,"92,85714286",15,39925,"66,16052061",462,382916,3,"6,27E-05","0,003707708945"
4155,theosophists,NN,3,"0,2,1",{(theo)(soph)>ist>},"82,14285714",29,30978,"92,85714286",15,39925,"66,16052061",462,382916,3,"6,27E-05","0,003707708945"
4156,theosophy,NN,3,"0,2,1",{(theo)(soph)>y>},"53,57142857",29,30978,"71,42857143",15,39925,"30,98591549",2486,3870233,1,"4,99E-05","0,02981615943"
4181,thermostatic,JJ,3,"0,2,1",{(thermo)}{(stat)}>ic>,"81,48148148",28,9768,"85,71428571",15,76366,"73,05034551",1014,1472797,2,"2,78E-05","0,006334002781"
4227,thirteenths,NN,3,"0,2,1",{(three)(teen)}>th>,100,10,175690,"57,14285714",15,16279,"84,61538462",53,86685,2,"3,46E-05","0,0004634636181"
4383,tiebreakers,NN,3,"0,2,1",{(tie)}{(break)}>er>,"28,57142857",8,36279,"39,39393939",34,95043,"37,04355477",2274,4569119,2,"3,55E-05","0,02502703538"
4398,tightfistedness,NN,3,"0,2,1",{(tight)}{(fist)}>ness>,100,12,32649,100,4,7532,"73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
4425,timekeepers,NN,3,"0,2,1",{(time)}{(keep)}>er>,"55,55555556",46,1099121,"63,15789474",20,247711,"43,33479982",2274,4569119,2,"3,55E-05","0,02502703538"
4592,tautologies,NN,3,"0,2,1",{(tauto)(log)>y>},"16,66666667",7,1147,"33,64485981",215,380513,"17,46478873",2486,3870233,1,"4,99E-05","0,02981615943"
4607,taxidermist,NN,3,"0,2,1",{(taxi)(derm)>ist>},"66,66666667",4,3629,50,9,1100,"52,49457701",462,382916,3,"6,27E-05","0,003707708945"
4608,taxidermists,NN,3,"0,2,1",{(taxi)(derm)>ist>},"66,66666667",4,3629,50,9,1100,"52,49457701",462,382916,3,"6,27E-05","0,003707708945"
4610,taxonomies,NN,3,"0,2,1",{(taxo)(nomin)>y>},0,1,555,"38,88888889",37,34420,"16,01609658",2486,3870233,1,"4,99E-05","0,02981615943"
4613,teabags,NN,3,"0,2,1",{(tea)}{(bag)}>z>,60,16,12369,44,26,30703,0,1,41,1,0,0
4616,teacupful,NN,3,"0,2,1",{(tea)}{(cup)}>ful>,"86,66666667",16,12369,"87,5",9,34948,"92,98245614",343,429561,3,"5,82E-05","0,003862196818"
4617,teacupfuls,NN,3,"0,2,1",{(tea)}{(cup)}>ful>,"86,66666667",16,12369,"87,5",9,34948,"92,98245614",343,429561,3,"5,82E-05","0,003862196818"
4631,tearjerkers,NN,3,"0,2,1",{(tear)}{(jerk)}>er>,"62,5",9,18366,"66,66666667",7,10364,"61,98856137",2274,4569119,2,"3,55E-05","0,02502703538"
4650,technologies,NN,3,"0,2,1",{(tech)(log)>y>},0,20,322084,0,215,380513,"0,1609657948",2486,3870233,1,"4,99E-05","0,02981615943"
4651,technologists,NN,3,"0,2,1",{(tech)(log)>ist>},"68,42105263",20,322084,"29,43925234",215,380513,"21,47505423",462,382916,3,"6,27E-05","0,003707708945"
4674,teetotallers,NN,3,"0,2,1",{(tee)(total)}>er>,50,3,2514,"62,5",9,116246,"52,74967004",2274,4569119,2,"3,55E-05","0,02502703538"
4696,telemetry,NN,3,"0,2,1",{(tele)(meter)>y>},"37,93103448",30,102708,"28,07017544",58,68090,"16,98189135",2486,3870233,1,"4,99E-05","0,02981615943"
4698,teleologies,NN,3,"0,2,1",{(tele)(log)>y>},"68,96551724",30,102708,"70,09345794",215,380513,"38,14889336",2486,3870233,1,"4,99E-05","0,02981615943"
4699,teleologist,NN,3,"0,2,1",{(tele)(log)>ist>},"89,65517241",30,102708,"95,79439252",215,380513,"95,66160521",462,382916,3,"6,27E-05","0,003707708945"
4700,teleologists,NN,3,"0,2,1",{(tele)(log)>ist>},"89,65517241",30,102708,"95,79439252",215,380513,"95,66160521",462,382916,3,"6,27E-05","0,003707708945"
4703,telephonists,NN,3,"0,2,1",{(tele)(phon)}>ist>,"79,31034483",30,102708,85,41,207292,"85,46637744",462,382916,3,"6,27E-05","0,003707708945"
4704,telephony,NN,3,"0,2,1",{(tele)(phon)}>y>,"13,79310345",30,102708,10,41,207292,"6,599597586",2486,3870233,1,"4,99E-05","0,02981615943"
4707,telephonist,NN,3,"0,2,1",{(tele)(phon)}>ist>,"79,31034483",30,102708,85,41,207292,"85,46637744",462,382916,3,"6,27E-05","0,003707708945"
4711,teleprinter,NN,3,"0,2,1",(tele){(print)}>er>,"72,4137931",30,102708,"93,33333333",16,186720,"61,28464584",2274,4569119,2,"3,55E-05","0,02502703538"
4712,teleprinters,NN,3,"0,2,1",(tele){(print)}>er>,"72,4137931",30,102708,"93,33333333",16,186720,"61,28464584",2274,4569119,2,"3,55E-05","0,02502703538"
4713,teleprompters,NN,3,"0,2,1",(tele){(prompt)}>er>,"58,62068966",30,102708,"33,33333333",7,25023,"42,89485262",2274,4569119,2,"3,55E-05","0,02502703538"
4718,televisions,NN,3,"0,2,1",{(tele)(vis)>ion>},"3,448275862",30,102708,"11,11111111",19,123713,"4,005006258",1599,6530204,3,"9,03E-06","0,009114784489"
4770,tenderheartedly,RB,3,"0,2,1",{(tender)}{(heart)}>ly>,"90,90909091",12,5728,"92,30769231",40,64172,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
4771,tenderheartedness,NN,3,"0,2,1",{(tender)}{(heart)}>ness>,"90,90909091",12,5728,"92,30769231",40,64172,"81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
4824,terminologies,NN,3,"0,2,1",{(termin)(log)>y>},20,16,51262,"5,607476636",215,380513,"4,668008048",2486,3870233,1,"4,99E-05","0,02981615943"
4891,swashbucklers,NN,3,"0,2,1",{(swash)}{(buckle)}>er>,0,3,258,"66,66666667",4,3034,"43,59876815",2274,4569119,2,"3,55E-05","0,02502703538"
4992,swordsmanship,NN,3,"0,2,1",{(sword)}(man)>ship>,"71,42857143",8,27104,"46,66666667",211,300379,"62,66666667",76,164220,4,"1,22E-05","0,0003089757454"
5439,sunbather,NN,3,"0,2,1",{(sun)}{(bath)}>er>,"51,2195122",42,132019,"77,77777778",10,18499,"49,49406071",2274,4569119,2,"3,55E-05","0,02502703538"
5440,sunbathers,NN,3,"0,2,1",{(sun)}{(bath)}>er>,"51,2195122",42,132019,"77,77777778",10,18499,"49,49406071",2274,4569119,2,"3,55E-05","0,02502703538"
5467,SUNNYVALE,NN,3,"0,2,1",{(sunn)>y>(val)},0,1,5367,"3,661971831",2486,3870233,"4,99E-05","0,02981615943",5,21,41544,3
5573,surefootedly,RB,3,"0,2,1",{(sure)}{(foot)}>ly>,"91,30434783",24,362162,"85,71428571",43,58389,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
5574,surefootedness,NN,3,"0,2,1",{(sure)}{(foot)}>ness>,"91,30434783",24,362162,"85,71428571",43,58389,"81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
5621,STINKPOTTERS,NN,3,"0,2,1",{(stink)}{(pot)}>er>,100,4,5072,95,41,74693,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
5648,stockbreeder,NN,3,"0,2,1",{(stock)}{(breed)}>er>,100,22,60825,100,7,43007,"87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
5649,stockbreeders,NN,3,"0,2,1",{(stock)}{(breed)}>er>,100,22,60825,100,7,43007,"87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
5650,stockbrokers,NN,3,"0,2,1",{(stock)}{(broke)}>er>,"33,33333333",22,60825,"45,45454545",12,49922,"37,61548614",2274,4569119,2,"3,55E-05","0,02502703538"
5700,stonebreaker,NN,3,"0,2,1",{(stone)}{(break)}>er>,"81,39534884",44,61759,"87,87878788",34,95043,"68,89573251",2274,4569119,2,"3,55E-05","0,02502703538"
5701,stonebreakers,NN,3,"0,2,1",{(stone)}{(break)}>er>,"81,39534884",44,61759,"87,87878788",34,95043,"68,89573251",2274,4569119,2,"3,55E-05","0,02502703538"
5702,stonecutters,NN,3,"0,2,1",{(stone)}{(cut)}>er>,"55,81395349",44,61759,"59,09090909",23,137517,"52,92564892",2274,4569119,2,"3,55E-05","0,02502703538"
5707,stonewaller,NN,3,"0,2,1",{(stone)}{(wall)}>er>,"90,69767442",44,61759,100,10,108958,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
5708,stonewallers,NN,3,"0,2,1",{(stone)}{(wall)}>er>,"90,69767442",44,61759,100,10,108958,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
5737,storytellers,NN,3,"0,2,1",{(story)}{(tell)}>er>,"66,66666667",4,142693,"28,57142857",8,263728,"19,09370875",2274,4569119,2,"3,55E-05","0,02502703538"
5769,straightforwardly,RB,3,"0,2,1",{(straight)}{(forward)}>ly>,"87,5",9,49770,"33,33333333",7,74120,"39,10942354",2898,3857999,2,"4,48E-05","0,02672640198"
5791,straphanger,NN,3,"0,2,1",{(strap)}{(hang)}>er>,"66,66666667",7,7571,"92,85714286",15,40346,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
5792,straphangers,NN,3,"0,2,1",{(strap)}{(hang)}>er>,"66,66666667",7,7571,"92,85714286",15,40346,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
5826,streetwalkers,NN,3,"0,2,1",{(street)}{(walk)}>er>,"66,66666667",4,86587,"72,22222222",19,87736,"50,68191817",2274,4569119,2,"3,55E-05","0,02502703538"
6123,stagflation,NN,3,"0,2,1",{(stag)(flate)}>ion>,100,2,394,"81,81818182",12,11443,"77,22152691",1599,6530204,3,"9,03E-06","0,009114784489"
6137,stakeholders,NN,3,"0,2,1",{(stake)}{(hold)}>er>,"66,66666667",4,7432,"44,82758621",30,140327,"42,89485262",2274,4569119,2,"3,55E-05","0,02502703538"
6208,stargazers,NN,3,"0,2,1",{(star)}{(gaze)}>er>,"43,75",17,116278,"33,33333333",4,4465,"31,80818302",2274,4569119,2,"3,55E-05","0,02502703538"
6240,stationmasters,NN,3,"0,2,1",{(stat)>ion>}{(master)},100,15,76366,"90,80100125",1599,6530204,"9,03E-06","0,009114784489","85,71428571",29,86963,6
6269,steamrollered,VB|JJ,3,"0,2,1",{(steam)}{(roll)}>er>,50,9,8475,"88,88888889",10,59973,"32,68807743",2274,4569119,2,"3,55E-05","0,02502703538"
6270,steamrollering,VB|NN|JJ,3,"0,2,1",{(steam)}{(roll)}>er>,50,9,8475,"88,88888889",10,59973,"32,68807743",2274,4569119,2,"3,55E-05","0,02502703538"
6271,steamrollers,NN,3,"0,2,1",{(steam)}{(roll)}>er>,50,9,8475,"88,88888889",10,59973,"32,68807743",2274,4569119,2,"3,55E-05","0,02502703538"
6281,steelworkers,NN,3,"0,2,1",{(steel)}{(work)}>er>,"28,57142857",8,19641,"42,35294118",86,1051110,"45,00659921",2274,4569119,2,"3,55E-05","0,02502703538"
6318,stenographers,NN,3,"0,2,1",{(steno)(graph)>er>},0,2,50,"67,82608696",116,198105,"52,74967004",2274,4569119,2,"3,55E-05","0,02502703538"
6416,southwester,NN,3,"0,2,1",{(south)}{(west)}>er>,"84,21052632",20,104091,"90,47619048",22,126506,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
6418,southwesters,NN,3,"0,2,1",{(south)}{(west)}>er>,"84,21052632",20,104091,"90,47619048",22,126506,"81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
6420,southwestwards,RB|JJ,3,"0,2,1",{(south)}{(west)}>ward>,"94,73684211",20,104091,"95,23809524",22,126506,"93,75",33,42144,4,"2,37E-05","0,0001544878727"
6436,SOYABURGERS,NN,3,"0,2,1",{(soya)}{(burg)>er>},100,2,158,100,3,2789,"87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
6499,speakeasies,NN,3,"0,2,1",{(speak)}{(ease)}>y>,50,9,126284,"64,28571429",15,213336,"32,07243461",2486,3870233,1,"4,99E-05","0,02981615943"
6527,spectroscopic,JJ,3,"0,2,1",{(spectr)(scope)}>ic>,60,11,25414,"54,16666667",25,22421,"47,3840079",1014,1472797,2,"2,78E-05","0,006334002781"
6549,speleologist,NN,3,"0,2,1",{(speleo)(log)>ist>},0,2,13,"84,57943925",215,380513,"84,59869848",462,382916,3,"6,27E-05","0,003707708945"
6550,speleologists,NN,3,"0,2,1",{(speleo)(log)>ist>},0,2,13,"84,57943925",215,380513,"84,59869848",462,382916,3,"6,27E-05","0,003707708945"
6551,speleology,NN,3,"0,2,1",{(speleo)(log)>y>},100,2,13,"87,85046729",215,380513,"61,85110664",2486,3870233,1,"4,99E-05","0,02981615943"
6553,spellbinder,NN,3,"0,2,1",{(spell)}{(bind)}>er>,"83,33333333",7,51580,50,11,22037,"48,43818742",2274,4569119,2,"3,55E-05","0,02502703538"
6554,spellbinders,NN,3,"0,2,1",{(spell)}{(bind)}>er>,"83,33333333",7,51580,50,11,22037,"48,43818742",2274,4569119,2,"3,55E-05","0,02502703538"
6628,spivvier,NN,3,"0,2,1",{(spiv)}{(vie)}>er>,100,2,14,50,3,1705,"87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
6893,snowblindness,NN,3,"0,2,1",{(snow)}{(blind)}>ness>,"83,33333333",19,25811,"87,5",9,22839,"73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
7025,soliloquies,NN,3,"0,2,1",{(solo)(loqu)>y>},"71,42857143",8,23486,"27,27272727",23,3533,"28,20925553",2486,3870233,1,"4,99E-05","0,02981615943"
7026,soliloquized,VB,3,"0,2,1",{(solo)(loqu)>ize>},"85,71428571",8,23486,50,23,3533,"63,4032634",430,443161,3,"0,0001489300728","0,0101961996"
7027,soliloquizes,VB,3,"0,2,1",{(solo)(loqu)>ize>},"85,71428571",8,23486,50,23,3533,"63,4032634",430,443161,3,"0,0001489300728","0,0101961996"
7028,soliloquize,VB,3,"0,2,1",{(solo)(loqu)>ize>},"85,71428571",8,23486,50,23,3533,"63,4032634",430,443161,3,"0,0001489300728","0,0101961996"
7029,soliloquizing,VB|NN|JJ,3,"0,2,1",{(solo)(loqu)>ize>},"85,71428571",8,23486,50,23,3533,"63,4032634",430,443161,3,"0,0001489300728","0,0101961996"
7066,somnambulated,VB,3,"0,2,1",{(somn)(amble)>ate>},"85,71428571",8,1688,100,13,3144,"94,65811966",937,2569118,3,"2,65E-05","0,01050517534"
7067,somnambulates,VB,3,"0,2,1",{(somn)(amble)>ate>},"85,71428571",8,1688,100,13,3144,"94,65811966",937,2569118,3,"2,65E-05","0,01050517534"
7068,somnambulist,NN,3,"0,2,1",{(somn)(amble)>ist>},"28,57142857",8,1688,"41,66666667",13,3144,"69,4143167",462,382916,3,"6,27E-05","0,003707708945"
7069,somnambulists,NN,3,"0,2,1",{(somn)(amble)>ist>},"28,57142857",8,1688,"41,66666667",13,3144,"69,4143167",462,382916,3,"6,27E-05","0,003707708945"
7071,somnambulating,VB|NN|JJ,3,"0,2,1",{(somn)(amble)>ate>},"85,71428571",8,1688,100,13,3144,"94,65811966",937,2569118,3,"2,65E-05","0,01050517534"
7072,somnambulism,NN,3,"0,2,1",{(somn)(amble)>ism>},"71,42857143",8,1688,"66,66666667",13,3144,"86,66666667",271,218200,3,"5,50E-05","0,001853854472"
7198,southeaster,NN,3,"0,2,1",{(south)}{(east)}>er>,"78,94736842",20,104091,"94,44444444",19,81919,"79,19049714",2274,4569119,2,"3,55E-05","0,02502703538"
7200,southeasters,NN,3,"0,2,1",{(south)}{(east)}>er>,"78,94736842",20,104091,"94,44444444",19,81919,"79,19049714",2274,4569119,2,"3,55E-05","0,02502703538"
7201,southeastward,JJ|RB,3,"0,2,1",{(south)}{(east)}>ward>,"94,73684211",20,104091,100,19,81919,"93,75",33,42144,4,"2,37E-05","0,0001544878727"
7206,southeastwards,RB|JJ,3,"0,2,1",{(south)}{(east)}>ward>,"94,73684211",20,104091,100,19,81919,"93,75",33,42144,4,"2,37E-05","0,0001544878727"
7250,skydivers,NN,3,"0,2,1",{(sky)}{(dive)}>er>,"23,07692308",14,25756,40,6,20476,"26,35283766",2274,4569119,2,"3,55E-05","0,02502703538"
7255,skyjacker,NN,3,"0,2,1",{(sky)}{(jack)}>er>,100,14,25756,100,14,44720,"79,19049714",2274,4569119,2,"3,55E-05","0,02502703538"
7343,sleepwalkers,NN,3,"0,2,1",{(sleep)}{(walk)}>er>,"30,76923077",14,40423,"27,77777778",19,87736,"31,9841619",2274,4569119,2,"3,55E-05","0,02502703538"
7346,sleepyheads,NN,3,"0,2,1",{(sleep)}>y>{(head)},"69,23076923",14,40423,"44,6277666",2486,3870233,"4,99E-05","0,02981615943","71,13402062",98,230581,4
7493,smallholder,NN,3,"0,2,1",{(small)}{(hold)}>er>,75,9,191331,"82,75862069",30,140327,"64,23229212",2274,4569119,2,"3,55E-05","0,02502703538"
7494,smallholders,NN,3,"0,2,1",{(small)}{(hold)}>er>,75,9,191331,"82,75862069",30,140327,"64,23229212",2274,4569119,2,"3,55E-05","0,02502703538"
