ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,ROOT2_PFMF,ROOT2_FamSize,ROOT2_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
17946,MELANESIAN,NN|JJ,3,"0,2,1",{(mela)(nesia)}>n>,0,1,33,100,3,7276,"78,52348993",150,714837,1,"1,12E-05","0,001235902982"
18083,merrymakers,NN,3,"0,2,1",{(merry)}{(make)}>er>,"71,42857143",8,2840,"92,30769231",40,1073485,"74,30708315",2274,4569119,2,"3,55E-05","0,02502703538"
18135,metallurgist,NN,3,"0,2,1",{(metal)(urge)>ist>},"55,55555556",10,33763,100,7,21542,"51,19305857",462,382916,3,"6,27E-05","0,003707708945"
18136,metallurgists,NN,3,"0,2,1",{(metal)(urge)>ist>},"55,55555556",10,33763,100,7,21542,"51,19305857",462,382916,3,"6,27E-05","0,003707708945"
18137,metalworker,NN,3,"0,2,1",{(metal)}{(work)}>er>,"66,66666667",10,33763,60,86,1051110,"56,13726353",2274,4569119,2,"3,55E-05","0,02502703538"
18138,metalworkers,NN,3,"0,2,1",{(metal)}{(work)}>er>,"66,66666667",10,33763,60,86,1051110,"56,13726353",2274,4569119,2,"3,55E-05","0,02502703538"
18147,metempsychosis,NN,3,"0,2,1",{(metem)(psycho)>sis>},0,1,3,"91,66666667",37,47211,100,39,63372,3,"1,58E-05","0,0001544878727"
18151,meteorologist,NN,3,"0,2,1",{(meteo)(log)>ist>},"44,44444444",10,4799,"36,91588785",215,380513,"30,36876356",462,382916,3,"6,27E-05","0,003707708945"
18152,meteorologists,NN,3,"0,2,1",{(meteo)(log)>ist>},"44,44444444",10,4799,"36,91588785",215,380513,"30,36876356",462,382916,3,"6,27E-05","0,003707708945"
18158,methodologies,NN,3,"0,2,1",{(method)}(log)>y>,"12,5",9,92974,"3,738317757",215,380513,"2,937625755",2486,3870233,1,"4,99E-05","0,02981615943"
18187,metropolises,NN,3,"0,2,1",{(metro)(pol)>sis>},100,3,11691,"29,41176471",18,25765,"28,94736842",39,63372,3,"1,58E-05","0,0001544878727"
18263,middleweights,NN,3,"0,2,1",{(middle)}{(weigh)>t>},80,6,46730,"43,47826087",24,56346,"47,91666667",49,133535,1,"2,25E-05","0,0004634636181"
18500,matchmakers,NN,3,"0,2,1",{(match)}{(make)}>er>,"33,33333333",13,62749,"33,33333333",40,1073485,"33,52397712",2274,4569119,2,"3,55E-05","0,02502703538"
18522,matriarchies,NN,3,"0,2,1",{(mater)(arch)}>y>,"77,77777778",10,3480,65,41,38937,"36,13682093",2486,3870233,1,"4,99E-05","0,02981615943"
18632,mealybugs,NN,3,"0,2,1",{(meal)}>y>{(bug)},70,11,12268,"47,56539235",2486,3870233,"4,99E-05","0,02981615943","58,33333333",13,65643,3
18770,magnanimities,NN,3,"0,2,1",{(magn)(anim)>ity>},"62,5",9,7228,"58,33333333",13,31452,"64,93955095",580,1647588,3,"1,76E-05","0,004480148308"
18820,maidenhair,NN,3,"0,2,1",{(maid)>en>}{(hair)},80,16,9264,"86,20689655",204,655590,"1,68E-05","0,0016993666","76,92307692",27,52736,4
18821,maidenlike,JJ|RB,3,"0,2,1",{(maid)>en>}{(like)},100,16,9264,"95,56650246",204,655590,"1,68E-05","0,0016993666","69,8630137",74,1232275,4
18823,maidservants,NN,3,"0,2,1",{(maid)}{(serve)}>ant>,"66,66666667",16,9264,"83,33333333",43,651056,"80,56155508",464,1534593,3,"7,82E-06","0,001853854472"
18884,maledictions,NN,3,"0,2,1",{(male)(dict)}>ion>,100,7,68630,"84,21052632",39,77658,"82,04005006",1599,6530204,3,"9,03E-06","0,009114784489"
18885,malefactor,NN,3,"0,2,1",{(male)(fact)>or>},"66,66666667",7,68630,"70,83333333",25,364953,75,289,937614,2,"9,60E-06","0,001390390854"
18886,malefactors,NN,3,"0,2,1",{(male)(fact)>or>},"66,66666667",7,68630,"70,83333333",25,364953,75,289,937614,2,"9,60E-06","0,001390390854"
19004,manicurists,NN,3,"0,2,1",{(mani)(cure)}>ist>,100,5,62531,70,11,13857,"73,53579176",462,382916,3,"6,27E-05","0,003707708945"
19051,manservants,NN,3,"0,2,1",{(man)}{(serve)}>ant>,"69,52380952",211,300379,"78,57142857",43,651056,"79,48164147",464,1534593,3,"7,82E-06","0,001853854472"
19130,loggerheads,NN,3,"0,2,1",{(log)}>er>{(head)},"78,03738318",215,380513,"56,9291685",2274,4569119,"3,55E-05","0,02502703538","69,07216495",98,230581,4
19180,longwindedly,RB,3,"0,2,1",{(long)}{(wind)}>ly>,"89,47368421",39,364660,"91,17647059",35,40204,"70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
19181,longwindedness,NN,3,"0,2,1",{(long)}{(wind)}>ness>,"86,84210526",39,364660,"85,29411765",35,40204,"45,81320451",1243,181553,4,"0,0005838515475","0,01637571451"
19197,loonybins,NN,3,"0,2,1",{(loon)>y>}{(bin)},75,5,2472,"56,9416499",2486,3870233,"4,99E-05","0,02981615943","87,5",9,39485,3
19248,loudhailer,NN,3,"0,2,1",{(loud)}{(hail)}>er>,"87,5",9,19201,100,4,4432,"74,30708315",2274,4569119,2,"3,55E-05","0,02502703538"
19249,loudhailers,NN,3,"0,2,1",{(loud)}{(hail)}>er>,"87,5",9,19201,100,4,4432,"74,30708315",2274,4569119,2,"3,55E-05","0,02502703538"
19281,loverlike,VB|NN|JJ,3,"0,2,1",{(love)}>er>{(like)},"89,47368421",20,232269,"87,1975363",2274,4569119,"3,55E-05","0,02502703538","69,8630137",74,1232275,4
19295,lowlander,NN,3,"0,2,1",{(low)}(land)>er>,"64,28571429",15,156314,"75,86206897",59,140623,"61,28464584",2274,4569119,2,"3,55E-05","0,02502703538"
19296,lowlanders,NN,3,"0,2,1",{(low)}(land)>er>,"64,28571429",15,156314,"75,86206897",59,140623,"61,28464584",2274,4569119,2,"3,55E-05","0,02502703538"
19369,lukewarmly,RB,3,"0,2,1",{(luke)(warm)}>ly>,100,4,13382,100,14,29760,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
19370,lukewarmness,NN,3,"0,2,1",{(luke)(warm)}>ness>,"66,66666667",4,13382,"92,30769231",14,29760,"62,56038647",1243,181553,4,"0,0005838515475","0,01637571451"
19648,lightweights,NN,3,"0,2,1",{(light)}{(weigh)>t>},"22,72727273",45,176000,"8,695652174",24,56346,"18,75",49,133535,1,"2,25E-05","0,0004634636181"
19708,linertrain,NN|VB,3,"0,2,1",{(line)}>er>{(train)},"96,82539683",64,426769,"87,1975363",2274,4569119,"3,55E-05","0,02502703538","92,30769231",14,106738,5
19709,linertrains,NN|VB,3,"0,2,1",{(line)}>er>{(train)},"96,82539683",64,426769,"87,1975363",2274,4569119,"3,55E-05","0,02502703538","92,30769231",14,106738,5
19794,lithographic,JJ,3,"0,2,1",{(litho)(graph)>ic>},75,5,626,"69,56521739",116,198105,"65,15301086",1014,1472797,2,"2,78E-05","0,006334002781"
19860,lobotomies,NN,3,"0,2,1",{(lobe)(tom)>y>},"16,66666667",7,3174,"14,28571429",15,67254,"15,25150905",2486,3870233,1,"4,99E-05","0,02981615943"
19967,latecomers,NN,3,"0,2,1",{(late)}{(come)}>er>,100,8,230285,"81,25",17,497021,"44,65464144",2274,4569119,2,"3,55E-05","0,02502703538"
20025,laundryman,NN,3,"0,2,1",{(launder)>y>}{(man)},"71,42857143",8,3852,"53,07847082",2486,3870233,"4,99E-05","0,02981615943","74,28571429",211,300379,3
20026,laundrymen,NN,3,"0,2,1",{(launder)>y>}{(men)},100,8,3852,"69,49698189",2486,3870233,"4,99E-05","0,02981615943","82,1656051",158,125014,3
20118,leaseholders,NN,3,"0,2,1",{(lease)}{(hold)}>er>,100,4,7251,"89,65517241",30,140327,"71,93136824",2274,4569119,2,"3,55E-05","0,02502703538"
20280,leucotomies,NN,3,"0,2,1",{(leuk)(tom)>y>},0,1,10,"85,71428571",15,67254,"56,01609658",2486,3870233,1,"4,99E-05","0,02981615943"
20285,leucotomy,NN,3,"0,2,1",{(leuk)(tom)>y>},0,1,10,"85,71428571",15,67254,"56,01609658",2486,3870233,1,"4,99E-05","0,02981615943"
20289,kleptomaniacs,NN,3,"0,2,1",{(klepto)(mania)>iac>},0,2,41,40,16,2751,"69,23076923",14,1568,3,"0,000637755102","0,0001544878727"
20640,lamplighters,NN,3,"0,2,1",{(lamp)}{(light)}>er>,25,9,8765,"63,63636364",45,176000,"42,8508579",2274,4569119,2,"3,55E-05","0,02502703538"
20664,landholders,NN,3,"0,2,1",{(land)}{(hold)}>er>,"65,51724138",59,140623,"62,06896552",30,140327,"52,92564892",2274,4569119,2,"3,55E-05","0,02502703538"
20743,juryman,NN,3,"0,2,1",{(jur)>y>}(man),"94,73684211",20,16877,"81,08651911",2486,3870233,"4,99E-05","0,02981615943","90,95238095",211,300379,3
20744,jurymen,NN,3,"0,2,1",{(jur)>y>}(men),"84,21052632",20,16877,"57,90744467",2486,3870233,"4,99E-05","0,02981615943","66,24203822",158,125014,3
20746,jurywomen,NN,3,"0,2,1",{(jur)>y>}(women),"94,73684211",20,16877,"81,08651911",2486,3870233,"4,99E-05","0,02981615943","72,4137931",30,123504,5
20775,kaleidoscopic,JJ,3,"0,2,1",{(kaleido)(scope)}>ic>,50,3,204,"66,66666667",25,22421,"70,38499506",1014,1472797,2,"2,78E-05","0,006334002781"
20934,keyboarder,NN,3,"0,2,1",{(key)}{(board)}>er>,"72,72727273",12,173057,"64,28571429",57,163026,"53,71755389",2274,4569119,2,"3,55E-05","0,02502703538"
20935,keyboarders,NN,3,"0,2,1",{(key)}{(board)}>er>,"72,72727273",12,173057,"64,28571429",57,163026,"53,71755389",2274,4569119,2,"3,55E-05","0,02502703538"
21011,kingfishers,NN,3,"0,2,1",{(king)}{(fish)}>er>,"33,33333333",13,81094,50,31,56578,"44,03871535",2274,4569119,2,"3,55E-05","0,02502703538"
21016,kingmaker,NN,3,"0,2,1",{(king)}{(make)}>er>,25,13,81094,"48,71794872",40,1073485,"43,90673119",2274,4569119,2,"3,55E-05","0,02502703538"
21017,kingmakers,NN,3,"0,2,1",{(king)}{(make)}>er>,25,13,81094,"48,71794872",40,1073485,"43,90673119",2274,4569119,2,"3,55E-05","0,02502703538"
21206,jawbreakers,NN,3,"0,2,1",{(jaw)}{(break)}>er>,"33,33333333",4,4292,"45,45454545",34,95043,"39,63924329",2274,4569119,2,"3,55E-05","0,02502703538"
21212,jaywalker,NN,3,"0,2,1",{(jay)}{(walk)}>er>,100,4,17967,"77,77777778",19,87736,"54,90541135",2274,4569119,2,"3,55E-05","0,02502703538"
21213,jaywalkers,NN,3,"0,2,1",{(jay)}{(walk)}>er>,100,4,17967,"77,77777778",19,87736,"54,90541135",2274,4569119,2,"3,55E-05","0,02502703538"
21777,ironmongeries,NN,3,"0,2,1",{(iron)}{(monger)}>y>,"78,57142857",15,31509,90,11,813,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943"
21779,ironmongery,NN,3,"0,2,1",{(iron)}{(monger)}>y>,"78,57142857",15,31509,90,11,813,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943"
21837,ISOTOPIC,JJ,3,"0,2,1",{(iso)(tope)}>ic>,"27,27272727",12,1619,"33,33333333",4,1278,"51,62882527",1014,1472797,2,"2,78E-05","0,006334002781"
21900,Indonesians,NN,3,"0,2,1",{(indo)(nesia)}>n>,60,6,68287,50,3,7276,"20,13422819",150,714837,1,"1,12E-05","0,001235902982"
22080,innkeepers,NN,3,"0,2,1",{(inn)}{(keep)}>er>,100,4,25246,"52,63157895",20,247711,"36,11966564",2274,4569119,2,"3,55E-05","0,02502703538"
22138,insecticidal,JJ,3,"0,2,1",{(insect)}(cide)>al>,50,5,5447,"47,05882353",18,19920,"68,46153846",1431,4704731,2,"9,14E-06","0,006642978526"
22711,hundredweights,NN,3,"0,2,1",{(hundred)}{(weigh)>t>},100,4,40714,"73,91304348",24,56346,"72,91666667",49,133535,1,"2,25E-05","0,0004634636181"
22795,hydropathy,NN,3,"0,2,1",{(hydro)(patho)>y>},"85,18518519",28,8772,"72,91666667",49,81153,"56,01609658",2486,3870233,1,"4,99E-05","0,02981615943"
22878,icebreakers,NN,3,"0,2,1",{(ice)}{(break)}>er>,"27,77777778",19,52716,"60,60606061",34,95043,"45,05059393",2274,4569119,2,"3,55E-05","0,02502703538"
22899,iconoclastic,JJ,3,"0,2,1",{(icon)(clast)}>ic>,"66,66666667",4,22871,100,2,339,"55,87364265",1014,1472797,2,"2,78E-05","0,006334002781"
22918,ideologists,NN,3,"0,2,1",{(ideo)(log)>ist>},75,5,8562,"61,68224299",215,380513,"60,0867679",462,382916,3,"6,27E-05","0,003707708945"
23032,HISTORIOGRAPHY,NN,3,"0,2,1",{(history)(graph)>y>},"58,33333333",13,124154,"48,69565217",116,198105,"28,77263581",2486,3870233,1,"4,99E-05","0,02981615943"
23036,hitchhikers,NN,3,"0,2,1",{(hitch)}{(hike)}>er>,"33,33333333",4,2831,"66,66666667",4,9038,"24,98900132",2274,4569119,2,"3,55E-05","0,02502703538"
23177,homogenized,VB,3,"0,2,1",{(homo)(gen)>ize>},"41,66666667",13,147806,"61,76470588",35,84143,"41,49184149",430,443161,3,"0,0001489300728","0,0101961996"
23178,homogenizes,VB,3,"0,2,1",{(homo)(gen)>ize>},"41,66666667",13,147806,"61,76470588",35,84143,"41,49184149",430,443161,3,"0,0001489300728","0,0101961996"
23181,homogenizing,VB|NN|JJ,3,"0,2,1",{(homo)(gen)>ize>},"41,66666667",13,147806,"61,76470588",35,84143,"41,49184149",430,443161,3,"0,0001489300728","0,0101961996"
23197,honeymooner,NN,3,"0,2,1",{(honey)}{(moon)}>er>,50,7,11358,"35,71428571",15,36537,"39,33128025",2274,4569119,2,"3,55E-05","0,02502703538"
23266,horology,NN,3,"0,2,1",{(hour)(log)>y>},100,6,130066,"89,71962617",215,380513,"63,54124748",2486,3870233,1,"4,99E-05","0,02981615943"
23301,horticultural,JJ,3,"0,2,1",{(horti)(culture)}>al>,"33,33333333",4,675,"31,57894737",20,80328,"50,27972028",1431,4704731,2,"9,14E-06","0,006642978526"
23303,horticulturist,NN,3,"0,2,1",{(horti)(culture)}>ist>,"66,66666667",4,675,"36,84210526",20,80328,"68,11279826",462,382916,3,"6,27E-05","0,003707708945"
23304,horticulturists,NN,3,"0,2,1",{(horti)(culture)}>ist>,"66,66666667",4,675,"36,84210526",20,80328,"68,11279826",462,382916,3,"6,27E-05","0,003707708945"
23338,hotheadedly,RB,3,"0,2,1",{(hot)}{(head)}>ly>,100,14,56978,"91,75257732",98,230581,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
23357,housebreaker,NN,3,"0,2,1",{(house)}{(break)}>er>,"67,77777778",91,155845,"87,87878788",34,95043,"68,89573251",2274,4569119,2,"3,55E-05","0,02502703538"
23364,housekeepers,NN,3,"0,2,1",{(house)}{(keep)}>er>,"22,22222222",91,155845,"47,36842105",20,247711,"34,31588209",2274,4569119,2,"3,55E-05","0,02502703538"
23374,housewifely,RB,3,"0,2,1",{(house)}{(wife)}>ly>,"74,44444444",91,155845,70,11,43730,"67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
23377,housewifery,NN,3,"0,2,1",{(house)}{(wife)}>ory>,"61,11111111",91,155845,40,11,43730,"75,77464789",356,725186,3,"2,62E-05","0,002935269581"
23453,heartbreakingly,RB,3,"0,2,1",{(heart)}{(break)}>ly>,"66,66666667",40,64172,"81,81818182",34,95043,"59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
23466,heartwarmingly,JJ|RB,3,"0,2,1",{(heart)}{(warm)}>ly>,"74,35897436",40,64172,"84,61538462",14,29760,"67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
23480,heavyweights,NN,3,"0,2,1",{(heavy)}{(weigh)>t>},60,6,49878,"21,73913043",24,56346,"27,08333333",49,133535,1,"2,25E-05","0,0004634636181"
23590,HEMOLYTIC,JJ,3,"0,2,1",{(hema)(lyt)>ic>},100,4,1901,50,3,220,"57,45310958",1014,1472797,2,"2,78E-05","0,006334002781"
23688,heterodoxy,NN,3,"0,2,1",{(hetero)(dox)}>y>,"66,66666667",10,8056,100,5,7409,"38,67203219",2486,3870233,1,"4,99E-05","0,02981615943"
23690,heterosexuals,NN,3,"0,2,1",(hetero){(sex)}>al>,0,10,8056,"14,28571429",29,154904,"9,72027972",1431,4704731,2,"9,14E-06","0,006642978526"
23692,HETEROGAMOUS,JJ,3,"0,2,1",{(hetero)(gam)>ious>},"88,88888889",10,8056,100,16,2996,"87,98701299",617,450833,4,"7,10E-05","0,004943611926"
23739,hierarchic,JJ,3,"0,2,1",{(hiero)(arch)>ic>},"83,33333333",7,18900,"62,5",41,38937,"57,15695953",1014,1472797,2,"2,78E-05","0,006334002781"
23742,hieroglyphics,NN,3,"0,2,1",{(hiero)(glyph)}>ics>,"33,33333333",7,18900,0,3,349,"69,6969697",34,144919,3,"6,90E-06","0,0001544878727"
23752,highflown,JJ,3,"0,2,1",{(high)}{(flow)}>n>,"95,65217391",24,339513,"83,33333333",13,35371,"95,97315436",150,714837,1,"1,12E-05","0,001235902982"
23753,highflyer,NN,3,"0,2,1",{(high)}{(fly)}>er>,"69,56521739",24,339513,"69,23076923",27,76434,"66,65200176",2274,4569119,2,"3,55E-05","0,02502703538"
23754,highflyers,NN,3,"0,2,1",{(high)}{(fly)}>er>,"69,56521739",24,339513,"69,23076923",27,76434,"66,65200176",2274,4569119,2,"3,55E-05","0,02502703538"
23755,highlanders,NN,3,"0,2,1",{(high)(land)}>er>,"30,43478261",24,339513,"10,34482759",59,140623,"10,38275407",2274,4569119,2,"3,55E-05","0,02502703538"
23770,hillbillies,NN,3,"0,2,1",{(hill)}{(bill)>y>},"38,46153846",14,48436,"28,57142857",15,150616,"14,64788732",2486,3870233,1,"4,99E-05","0,02981615943"
23824,hairdressers,NN,3,"0,2,1",{(hair)}{(dress)}>er>,"30,76923077",27,52736,"21,42857143",15,27506,"33,39199296",2274,4569119,2,"3,55E-05","0,02502703538"
23838,hairstylists,NN,3,"0,2,1",{(hair)}{(style)}>ist>,"53,84615385",27,52736,"64,28571429",15,59145,"73,10195228",462,382916,3,"6,27E-05","0,003707708945"
23933,handiworks,NN,3,"0,2,1",{(hand)}>y>{(work)},"38,33333333",61,232844,"24,06438632",2486,3870233,"4,99E-05","0,02981615943","36,47058824",86,1051110,4
23937,handmaidens,NN,3,"0,2,1",{(hand)}{(maid)>en>},"56,66666667",61,232844,"33,33333333",16,9264,"76,3546798",204,655590,2,"1,68E-05","0,0016993666"
24185,haymaker,NN,3,"0,2,1",{(hay)}{(make)}>er>,60,6,13305,"64,1025641",40,1073485,"52,26572811",2274,4569119,2,"3,55E-05","0,02502703538"
24186,haymakers,NN,3,"0,2,1",{(hay)}{(make)}>er>,60,6,13305,"64,1025641",40,1073485,"52,26572811",2274,4569119,2,"3,55E-05","0,02502703538"
24209,headachy,JJ,3,"0,2,1",{(head)}{(ache)}>y>,"86,59793814",98,230581,"66,66666667",10,8479,"69,49698189",2486,3870233,1,"4,99E-05","0,02981615943"
24215,headhunters,NN,3,"0,2,1",{(head)}{(hunt)}>er>,"25,77319588",98,230581,25,9,48581,"27,67267928",2274,4569119,2,"3,55E-05","0,02502703538"
24470,gunrunners,NN,3,"0,2,1",{(gun)}{(run)}>er>,"82,14285714",29,86955,"87,5",17,434649,"59,83282006",2274,4569119,2,"3,55E-05","0,02502703538"
24533,gynaecologist,NN,3,"0,2,1",{(gynaec)(log)>ist>},0,3,461,"39,25233645",215,380513,"31,670282",462,382916,3,"6,27E-05","0,003707708945"
24534,gynaecologists,NN,3,"0,2,1",{(gynaec)(log)>ist>},0,3,461,"39,25233645",215,380513,"31,670282",462,382916,3,"6,27E-05","0,003707708945"
24539,gynaecology,NN,3,"0,2,1",{(gynaec)(log)>y>},50,3,461,"65,88785047",215,380513,"36,861167",2486,3870233,1,"4,99E-05","0,02981615943"
24544,gyroscopic,JJ,3,"0,2,1",{(gyro)(scope)}>ic>,100,3,879,"58,33333333",25,22421,"56,16979269",1014,1472797,2,"2,78E-05","0,006334002781"
24591,haemophilia,NN,3,"0,2,1",{(haemo)(philo)>ia>},50,5,144,"68,96551724",30,53808,"84,44444444",46,69613,2,0,0
24592,haemophiliac,NN,3,"0,2,1",{(haemo)(philo)>iac>},0,5,144,"62,06896552",30,53808,"53,84615385",14,1568,3,"0,000637755102","0,0001544878727"
24593,haemophiliacs,NN,3,"0,2,1",{(haemo)(philo)>iac>},0,5,144,"62,06896552",30,53808,"53,84615385",14,1568,3,"0,000637755102","0,0001544878727"
24671,goalkeepers,NN,3,"0,2,1",{(goal)}{(keep)}>er>,50,5,42643,"42,10526316",20,247711,"33,08402992",2274,4569119,2,"3,55E-05","0,02502703538"
24882,grandiloquence,NN,3,"0,2,1",{(grand)(loqu)>ance>},100,24,38774,"77,27272727",23,3533,"87,88819876",323,977837,4,"7,16E-06","0,001081415109"
24903,graphologist,NN,3,"0,2,1",{(graph)(log)>ist>},"83,47826087",116,198105,"85,98130841",215,380513,"86,3340564",462,382916,3,"6,27E-05","0,003707708945"
24904,graphologists,NN,3,"0,2,1",{(graph)(log)>ist>},"83,47826087",116,198105,"85,98130841",215,380513,"86,3340564",462,382916,3,"6,27E-05","0,003707708945"
24905,graphology,NN,3,"0,2,1",{(graph)(log)>y>},"86,08695652",116,198105,"87,85046729",215,380513,"61,85110664",2486,3870233,1,"4,99E-05","0,02981615943"
24973,greengroceries,NN,3,"0,2,1",{(green)}{(grocer)}>y>,100,18,98574,100,4,4484,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
24975,greengrocery,NN,3,"0,2,1",{(green)}{(grocer)}>y>,100,18,98574,100,4,4484,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
25093,gelignite,NN,3,"0,2,1",{(gel)(ign)>ite>},100,2,2971,100,4,3743,"90,90909091",45,228495,3,"8,75E-06","0,0003089757454"
25108,genealogist,NN,3,"0,2,1",{(gen)(log)>ist>},"38,23529412",35,84143,"32,24299065",215,380513,"25,59652928",462,382916,3,"6,27E-05","0,003707708945"
25109,genealogists,NN,3,"0,2,1",{(gen)(log)>ist>},"38,23529412",35,84143,"32,24299065",215,380513,"25,59652928",462,382916,3,"6,27E-05","0,003707708945"
25142,genuflections,NN,3,"0,2,1",{(genu)(flect)}>ion>,100,2,54,"92,30769231",14,38887,"86,29536921",1599,6530204,3,"9,03E-06","0,009114784489"
25166,gerontology,NN,3,"0,2,1",{(geront)(log)>y>},0,1,111,"56,54205607",215,380513,"31,42857143",2486,3870233,1,"4,99E-05","0,02981615943"
25340,glassblowers,NN,3,"0,2,1",{(glass)}{(blow)}>er>,"64,70588235",18,35363,"72,22222222",19,40537,"64,23229212",2274,4569119,2,"3,55E-05","0,02502703538"
25401,globetrotters,NN,3,"0,2,1",{(globe)}{(trot)}>er>,"83,33333333",7,38772,75,5,2228,"47,20633524",2274,4569119,2,"3,55E-05","0,02502703538"
25663,gamekeepers,NN,3,"0,2,1",{(game)}{(keep)}>er>,"83,33333333",7,332647,"94,73684211",20,247711,"65,37615486",2274,4569119,2,"3,55E-05","0,02502703538"
25665,gamesmanship,NN,3,"0,2,1",{(game)}(man)>ship>,50,7,332647,"51,42857143",211,300379,"66,66666667",76,164220,4,"1,22E-05","0,0003089757454"
25785,gastroenteritis,NN,3,"0,2,1",(gastr){(enter)>itis>},20,6,458,"83,33333333",7,121284,60,16,5021,4,0,0
25792,gatecrasher,NN,3,"0,2,1",{(gate)}{(crash)}>er>,"46,15384615",14,51632,"66,66666667",4,37344,"65,37615486",2274,4569119,2,"3,55E-05","0,02502703538"
25793,gatecrashers,NN,3,"0,2,1",{(gate)}{(crash)}>er>,"46,15384615",14,51632,"66,66666667",4,37344,"65,37615486",2274,4569119,2,"3,55E-05","0,02502703538"
25798,gatekeepers,NN,3,"0,2,1",{(gate)}{(keep)}>er>,"15,38461538",14,51632,"21,05263158",20,247711,"24,28508579",2274,4569119,2,"3,55E-05","0,02502703538"
25906,fortnightly,JJ|RB,3,"0,2,1",{(fort)(night)}>ly>,"71,42857143",8,12689,"55,17241379",30,162292,"24,74974111",2898,3857999,2,"4,48E-05","0,02672640198"
25940,fourteenths,NN,3,"0,2,1",{(four)(teen)}>th>,100,10,104929,"57,14285714",15,16279,"84,61538462",53,86685,2,"3,46E-05","0,0004634636181"
25955,foxhunter,NN,3,"0,2,1",{(fox)}{(hunt)}>er>,80,11,16876,75,9,48581,"67,31192257",2274,4569119,2,"3,55E-05","0,02502703538"
25956,foxhunters,NN,3,"0,2,1",{(fox)}{(hunt)}>er>,80,11,16876,75,9,48581,"67,31192257",2274,4569119,2,"3,55E-05","0,02502703538"
26001,fratricidal,JJ,3,"0,2,1",{(fratern)(cide)}>al>,"57,14285714",8,3351,"58,82352941",18,19920,"70,6993007",1431,4704731,2,"9,14E-06","0,006642978526"
26030,freebooter,NN,3,"0,2,1",{(free)}{(boot)}>er>,"66,66666667",28,323757,30,11,66999,"40,5191377",2274,4569119,2,"3,55E-05","0,02502703538"
26036,freelancer,NN,3,"0,2,1",{(free)}{(lance)}>er>,"37,03703704",28,323757,100,4,12083,"26,2208535",2274,4569119,2,"3,55E-05","0,02502703538"
26037,freelancers,NN,3,"0,2,1",{(free)}{(lance)}>er>,"37,03703704",28,323757,100,4,12083,"26,2208535",2274,4569119,2,"3,55E-05","0,02502703538"
26041,freeloaders,NN,3,"0,2,1",{(free)}{(load)}>er>,"70,37037037",28,323757,"57,14285714",15,97063,"44,52265728",2274,4569119,2,"3,55E-05","0,02502703538"
26044,freemasonry,NN,3,"0,2,1",{(free)}{(mason)}>ory>,"33,33333333",28,323757,60,6,10644,"33,52112676",356,725186,3,"2,62E-05","0,002935269581"
26060,freightliners,NN,3,"0,2,1",{(freight)}{(line)}>er>,100,3,3606,"80,95238095",64,426769,"60,14078311",2274,4569119,2,"3,55E-05","0,02502703538"
26175,frostbitten,JJ,3,"0,2,1",{(frost)}{(bit)}>en>,"41,66666667",13,8130,50,9,184992,"81,77339901",204,655590,2,"1,68E-05","0,0016993666"
26306,floorwalker,NN,3,"0,2,1",{(floor)}{(walk)}>er>,100,4,38576,"94,44444444",19,87736,"76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
26307,floorwalkers,NN,3,"0,2,1",{(floor)}{(walk)}>er>,100,4,38576,"94,44444444",19,87736,"76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
26404,flycatchers,NN,3,"0,2,1",{(fly)}{(catch)}>er>,"65,38461538",27,76434,"66,66666667",13,32266,"61,28464584",2274,4569119,2,"3,55E-05","0,02502703538"
26414,flyweights,NN,3,"0,2,1",{(fly)}{(weigh)>t>},50,27,76434,"65,2173913",24,56346,"66,66666667",49,133535,1,"2,25E-05","0,0004634636181"
26447,fogsignals,NN|VB,3,"0,2,1",{(fog)}{(sign)}>al>,90,11,6355,100,26,219005,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526"
26461,folklorists,NN,3,"0,2,1",{(folk)}{(lore)}>ist>,"46,15384615",14,70137,100,3,5885,"63,99132321",462,382916,3,"6,27E-05","0,003707708945"
26494,footballer,NN,3,"0,2,1",{(foot)}{(ball)}>er>,"35,71428571",43,58389,"51,85185185",28,117537,"38,31940167",2274,4569119,2,"3,55E-05","0,02502703538"
26495,footballers,NN,3,"0,2,1",{(foot)}{(ball)}>er>,"35,71428571",43,58389,"51,85185185",28,117537,"38,31940167",2274,4569119,2,"3,55E-05","0,02502703538"
