ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,ROOT2_PFMF,ROOT2_FamSize,ROOT2_Freq_HAL
109,altarpieces,NN,2,"0,2,0",{(altar)}{(piece)},100,2,3607,"90,90909091",23,77902
123,altimeter,NN,2,"0,2,0",{(alti)(meter)},50,3,4712,"35,0877193",58,68090
124,altimeters,NN,2,"0,2,0",{(alti)(meter)},50,3,4712,"35,0877193",58,68090
213,AMICAM,NN,2,"0,2,0",{(ami)}{(cam)},100,2,23,100,3,4569
215,amidships,RB,2,"0,2,0",{(amid)(ship)},100,2,992,"64,70588235",35,184087
243,amphitheatre,NN,2,"0,2,0",{(amphi)(theater)},0,1,321,40,6,23450
244,amphitheatres,NN,2,"0,2,0",{(amphi)(theater)},0,1,321,40,6,23450
326,anchormen,NN,2,"0,2,0",{(anchor)}{(men)},100,4,5925,"57,32484076",158,125014
400,zigzagged,VB|JJ,2,"0,2,0",{(zig)}{(zag)},0,1,148,0,1,148
401,zigzags,VB|NN,2,"0,2,0",{(zig)}{(zag)},0,1,148,0,1,148
449,wolfhounds,NN,2,"0,2,0",{(wolf)}{(hound)},"33,33333333",4,32798,60,6,8037
465,womanlike,JJ|RB,2,"0,2,0",{(woman)}{(like)},"83,78378378",38,74275,"69,8630137",74,1232275
469,wonderlands,NN,2,"0,2,0",{(wonder)}{(land)},"37,5",9,143680,"18,96551724",59,140623
477,woodblocks,NN,2,"0,2,0",{(wood)}{(block)},"67,30769231",53,58074,"87,5",9,61271
480,woodcocks,NN,2,"0,2,0",{(wood)}{(cock)},"19,23076923",53,58074,"31,57894737",20,33086
481,woodcrafts,NN,2,"0,2,0",{(wood)}{(craft)},"42,30769231",53,58074,"52,17391304",24,34488
482,woodcuts,NN,2,"0,2,0",{(wood)}{(cut)},"40,38461538",53,58074,50,23,137517
489,woodlands,NN,2,"0,2,0",{(wood)}(land),"7,692307692",53,58074,"15,51724138",59,140623
490,woodlice,NN,2,"0,2,0",{(wood)}{(lice)},75,53,58074,100,2,405
491,woodlouse,NN,2,"0,2,0",{(wood)}{(louse)},"90,38461538",53,58074,100,7,5171
492,WOODMAN'S,encl,2,"0,2,0",{(wood)}(man),"30,76923077",53,58074,"30,47619048",211,300379
493,woodmen,NN,2,"0,2,0",{(wood)}(men),"55,76923077",53,58074,"40,76433121",158,125014
498,woodsheds,NN,2,"0,2,0",{(wood)}{(shed)},50,53,58074,60,6,9371
500,WOODSMOKE,NN|VB,2,"0,2,0",{(wood)}{(smoke)},"71,15384615",53,58074,"72,72727273",12,33020
501,WOODWARDS,NN,2,"0,2,0",{(wood)}{(ward)},"84,61538462",53,58074,"77,77777778",10,27534
502,woodworms,NN,2,"0,2,0",{(wood)}{(worm)},"71,15384615",53,58074,"64,28571429",15,13222
508,woolgather,VB,2,"0,2,0",{(wool)}{(gather)},"37,5",9,2761,"66,66666667",4,22671
509,woolgathered,VB,2,"0,2,0",{(wool)}{(gather)},"37,5",9,2761,"66,66666667",4,22671
510,woolgathering,NN|JJ|VB,2,"0,2,0",{(wool)}{(gather)},"37,5",9,2761,"66,66666667",4,22671
511,woolgathers,VB,2,"0,2,0",{(wool)}{(gather)},"37,5",9,2761,"66,66666667",4,22671
519,woolsack,NN,2,"0,2,0",{(wool)}{(sack)},"62,5",9,2761,"83,33333333",7,4174
529,wordbook,NN,2,"0,2,0",{(word)}{(book)},90,21,268282,"86,53846154",53,351390
530,wordbooks,NN,2,"0,2,0",{(word)}{(book)},90,21,268282,"86,53846154",53,351390
539,workbags,NN,2,"0,2,0",{(work)}{(bag)},"95,29411765",86,1051110,84,26,30703
540,workbaskets,NN,2,"0,2,0",{(work)}{(basket)},"76,47058824",86,1051110,"85,71428571",8,13516
541,workbenches,NN,2,"0,2,0",{(work)}{(bench)},"9,411764706",86,1051110,40,6,12640
542,workbooks,NN,2,"0,2,0",{(work)}{(book)},"18,82352941",86,1051110,25,53,351390
543,workbox,NN,2,"0,2,0",{(work)}{(box)},"91,76470588",86,1051110,"88,46153846",27,219013
544,workboxes,NN,2,"0,2,0",{(work)}{(box)},"91,76470588",86,1051110,"88,46153846",27,219013
545,workdays,NN,2,"0,2,0",{(work)}{(day)},"38,82352941",86,1051110,"67,64705882",35,778343
546,workhorses,NN,2,"0,2,0",{(work)}{(horse)},"32,94117647",86,1051110,"20,58823529",35,39630
547,workhouses,NN,2,"0,2,0",{(work)}{(house)},"65,88235294",86,1051110,"53,33333333",91,155845
550,workrooms,NN,2,"0,2,0",{(work)}{(room)},"61,17647059",86,1051110,"56,81818182",45,125676
551,worktables,NN,2,"0,2,0",{(work)}{(table)},"74,11764706",86,1051110,"85,71428571",15,78897
587,WRAPPIN,NN|VB,2,"0,2,0",{(wrap)}{(pin)},100,4,18167,"95,23809524",22,42754
620,wristbands,NN,2,"0,2,0",{(wrist)}{(band)},"66,66666667",4,6831,50,21,86476
625,wristwatches,NN,2,"0,2,0",{(wrist)}{(watch)},"33,33333333",4,6831,"47,05882353",18,112901
629,wrongdoings,NN,2,"0,2,0",{(wrong)}{(do)},25,9,143655,30,11,3190772
631,wrongheaded,JJ,2,"0,2,0",{(wrong)}{(head)},75,9,143655,"58,7628866",98,230581
686,YAMABE,NN,2,"0,2,0",{(yam)}{(abe)},100,2,697,100,2,1238
699,yardarm,NN,2,"0,2,0",{(yard)}{(arm)},"78,94736842",20,22835,"95,23809524",22,91824
700,yardarms,NN,2,"0,2,0",{(yard)}{(arm)},"78,94736842",20,22835,"95,23809524",22,91824
701,yardsticks,NN,2,"0,2,0",{(yard)}{(stick)},"31,57894737",20,22835,"27,27272727",23,62310
716,yearbooks,NN,2,"0,2,0",{(year)}{(book)},"33,33333333",7,608132,"19,23076923",53,351390
740,yeomen,NN,2,"0,2,0",{(yeo)(men)},50,3,267,"40,12738854",158,125014
743,yesterdays,NN,2,"0,2,0",{(yester)(day)},0,2,23613,"17,64705882",35,778343
798,Yugoslavs,NN,2,"0,2,0",{(yugo)(slav)},50,3,10534,25,5,13656
895,whatnots,NN,2,"0,2,0",{(what)}{(not)},100,5,1522214,100,4,2716789
906,wheelbarrows,NN,2,"0,2,0",{(wheel)}{(barrow)},"41,66666667",13,38202,100,2,1112
907,wheelbases,NN,2,"0,2,0",{(wheel)}{(base)},50,13,38202,"42,10526316",20,341952
908,wheelchairs,NN,2,"0,2,0",{(wheel)}{(chair)},"16,66666667",13,38202,"22,22222222",10,37226
911,wheelhouses,NN,2,"0,2,0",{(wheel)}{(house)},"66,66666667",13,38202,"46,66666667",91,155845
914,wheelwrights,NN,2,"0,2,0",{(wheel)}{(wright)},"83,33333333",13,38202,100,5,8943
931,whetstones,NN,2,"0,2,0",{(whet)}{(stone)},100,2,359,"37,20930233",44,61759
951,whipcord,NN,2,"0,2,0",{(whip)}{(cord)},"83,33333333",7,10471,"91,66666667",13,13224
963,whirlpools,NN,2,"0,2,0",{(whirl)}{(pool)},100,3,4756,"33,33333333",4,24734
965,whirlwinds,NN,2,"0,2,0",{(whirl)}{(wind)},50,3,4756,"8,823529412",35,40204
977,WHITCOMB,NN,2,"0,2,0",{(whit)(comb)},25,5,810,25,9,3422
978,whitebait,NN,2,"0,2,0",{(white)}{(bait)},"77,77777778",19,162243,50,3,5636
979,whitecaps,NN,2,"0,2,0",{(white)}{(cap)},"66,66666667",19,162243,"57,14285714",15,22741
980,Whitehall,NN,2,"0,2,0",{(white)}{(hall)},"44,44444444",19,162243,50,7,40301
984,WHITEMARSH,NN,2,"0,2,0",{(white)}{(marsh)},"83,33333333",19,162243,60,6,5379
987,whitethorn,NN,2,"0,2,0",{(white)}{(thorn)},"88,88888889",19,162243,"83,33333333",7,5026
988,whitethorns,NN,2,"0,2,0",{(white)}{(thorn)},"88,88888889",19,162243,"83,33333333",7,5026
989,whitethroat,NN,2,"0,2,0",{(white)}{(throat)},"94,44444444",19,162243,100,7,9860
990,whitethroats,NN,2,"0,2,0",{(white)}{(throat)},"94,44444444",19,162243,100,7,9860
991,whitewashes,VB|NN,2,"0,2,0",{(white)}{(wash)},"16,66666667",19,162243,"21,73913043",24,24337
992,whitewashing,VB|NN|JJ,2,"0,2,0",{(white)}{(wash)},"16,66666667",19,162243,"21,73913043",24,24337
995,Whitsun,NN,2,"0,2,0",{(whit)(sun)},75,5,810,"80,48780488",42,132019
996,Whitsuns,NN,2,"0,2,0",{(whit)(sun)},75,5,810,"80,48780488",42,132019
1001,WHITTIER'S,NN,2,"0,2,0",{(whit)}{(tier)},50,5,810,50,3,2599
1018,whorehouses,NN,2,"0,2,0",{(whore)}{(house)},50,3,3784,"24,44444444",91,155845
1019,whoremongers,NN,2,"0,2,0",{(whore)}{(monger)},100,3,3784,40,11,813
1023,whoso,minor,2,"0,2,0",{(who)}{(so)},60,6,973499,50,9,1272468
1030,WICKHAM,NN,2,"0,2,0",{(wick)(ham)},80,6,1756,"64,28571429",15,17536
1032,WIDEGRIP,NN|VB,2,"0,2,0",{(wide)}{(grip)},100,13,118804,"33,33333333",4,11463
1062,wildcats,NN,2,"0,2,0",{(wild)}{(cat)},"27,27272727",12,42951,"4,545454545",23,65424
1068,WILDHACK,NN|VB,2,"0,2,0",{(wild)}{(hack)},"81,81818182",12,42951,"66,66666667",4,20557
1114,windbags,NN,2,"0,2,0",{(wind)}{(bag)},"47,05882353",35,40204,28,26,30703
1118,windfalls,NN,2,"0,2,0",{(wind)}{(fall)},"32,35294118",35,40204,"60,86956522",24,104794
1119,WINDHAM,NN,2,"0,2,0",{(wind)(ham)},"20,58823529",35,40204,"35,71428571",15,17536
1127,windmills,NN,2,"0,2,0",{(wind)}{(mill)},"11,76470588",35,40204,"26,31578947",20,39860
1128,windowsills,NN,2,"0,2,0",{(window)}{(sill)},"33,33333333",4,282873,100,2,826
1129,windpipe,NN,2,"0,2,0",{(wind)}{(pipe)},"67,64705882",35,40204,"35,71428571",15,27481
1130,windpipes,NN,2,"0,2,0",{(wind)}{(pipe)},"67,64705882",35,40204,"35,71428571",15,27481
1131,windscreens,NN,2,"0,2,0",{(wind)}{(screen)},"35,29411765",35,40204,60,6,88645
1132,windshields,NN,2,"0,2,0",{(wind)}{(shield)},"2,941176471",35,40204,"33,33333333",4,23511
1134,windsocks,NN,2,"0,2,0",{(wind)}{(sock)},"61,76470588",35,40204,100,2,5093
1135,windstorms,NN,2,"0,2,0",{(wind)}{(storm)},"58,82352941",35,40204,"57,14285714",15,27364
1139,wineglasses,NN,2,"0,2,0",{(wine)}{(glass)},60,6,14980,"58,82352941",18,35363
1140,WINEHEAD,NN,2,"0,2,0",{(wine)}{(head)},100,6,14980,"91,75257732",98,230581
1141,winepresses,NN,2,"0,2,0",{(wine)}{(press)},40,6,14980,"79,16666667",73,340039
1142,wineskins,NN,2,"0,2,0",{(wine)}{(skin)},80,6,14980,"62,96296296",28,39833
1145,wingspans,NN,2,"0,2,0",{(wing)}{(spain)},"33,33333333",10,26792,100,4,26628
1146,wingspreads,NN,2,"0,2,0",{(wing)}{(spread)},"55,55555556",10,26792,100,7,35848
1174,wiretapping,NN,2,"0,2,0",{(wire)}{(tap)},25,13,37645,50,5,19008
1175,wiretaps,NN,2,"0,2,0",{(wire)}{(tap)},25,13,37645,50,5,19008
1176,wireworms,NN,2,"0,2,0",{(wire)}{(worm)},"83,33333333",13,37645,"78,57142857",15,13222
1183,wisecracking,VB|NN|JJ,2,"0,2,0",{(wise)}{(crack)},"66,66666667",10,29935,"66,66666667",10,21939
1184,wisecracks,NN|VB,2,"0,2,0",{(wise)}{(crack)},"66,66666667",10,29935,"66,66666667",10,21939
1187,wishbones,NN,2,"0,2,0",{(wish)}{(bone)},"66,66666667",4,99839,"38,46153846",27,31548
1190,WISMAN'S,encl,2,"0,2,0",{(wis)}{(man)},100,3,626,"90,95238095",211,300379
1194,Wistar,NN|VB,2,"0,2,0",{(wis)}{(tar)},50,3,626,50,3,8889
1202,withdraws,VB,2,"0,2,0",{(with)}{(draw)},20,16,3580107,"22,22222222",10,76896
1208,withholds,VB,2,"0,2,0",{(with)}{(hold)},"46,66666667",16,3580107,"20,68965517",30,140327
1210,withstanding,VB,2,"0,2,0",{(with)}{(stand)},"53,33333333",16,3580107,"15,38461538",27,111818
1214,WITOLD,JJ|NN,2,"0,2,0",{(wit)}{(old)},"58,82352941",18,10063,"83,33333333",7,281185
1259,vivisect,VB,2,"0,2,0",{(vive)(sect)},"57,69230769",27,48706,"77,77777778",19,147908
1260,vivisected,VB|JJ,2,"0,2,0",{(vive)(sect)},"57,69230769",27,48706,"77,77777778",19,147908
1261,vivisecting,VB,2,"0,2,0",{(vive)(sect)},"57,69230769",27,48706,"77,77777778",19,147908
1265,vivisects,VB,2,"0,2,0",{(vive)(sect)},"57,69230769",27,48706,"77,77777778",19,147908
1296,VOLARE,VB,2,"0,2,0",{(vol)}{(are)},"63,63636364",12,22012,100,2,3049004
1306,volleyballs,NN,2,"0,2,0",{(volley)}{(ball)},0,2,3024,"22,22222222",28,117537
1311,VOLSTEAD,NN,2,"0,2,0",{(vol)}{(stead)},"90,90909091",12,22012,100,7,3972
1344,vouchsafe,VB,2,"0,2,0",{(vouch)}{(safe)},50,3,2399,"72,72727273",12,73422
1345,vouchsafed,VB|JJ,2,"0,2,0",{(vouch)}{(safe)},50,3,2399,"72,72727273",12,73422
1346,vouchsafing,VB|NN|JJ,2,"0,2,0",{(vouch)}{(safe)},50,3,2399,"72,72727273",12,73422
1384,washbasins,NN,2,"0,2,0",{(wash)}{(basin)},"60,86956522",24,24337,100,2,2417
1385,washbowls,NN,2,"0,2,0",{(wash)}{(bowl)},"82,60869565",24,24337,100,4,20087
1386,washcloths,NN,2,"0,2,0",{(wash)}{(cloth)},"30,43478261",24,24337,"13,04347826",24,38851
1387,washdays,NN,2,"0,2,0",{(wash)}{(day)},"73,91304348",24,24337,"94,11764706",35,778343
1390,washhouse,NN,2,"0,2,0",{(wash)}{(house)},"82,60869565",24,24337,"85,55555556",91,155845
1392,washhouses,NN,2,"0,2,0",{(wash)}{(house)},"82,60869565",24,24337,"85,55555556",91,155845
1394,washwomen,NN,2,"0,2,0",{(wash)}{(women)},"82,60869565",24,24337,"72,4137931",30,123504
1410,wheelhouse,NN,2,"0,2,0",{(wheel)}{(house)},"66,66666667",13,38202,"46,66666667",91,155845
1412,WHITEFACE,JJ|NN,2,"0,2,0",{(white)}{(face)},50,19,162243,"32,14285714",29,179045
1418,wifelike,JJ|RB,2,"0,2,0",{(wife)}{(like)},80,11,43730,"69,8630137",74,1232275
1424,WOODSIDE,NN,2,"0,2,0",{(wood)}{(side)},"28,84615385",53,58074,"56,14035088",58,343426
1427,wormholes,NN,2,"0,2,0",{(worm)}{(hole)},"7,142857143",15,13222,12,26,60876
1434,washouts,NN,2,"0,2,0",{(wash)}{(out)},"43,47826087",24,24337,"85,29411765",35,1415807
1435,washrooms,NN,2,"0,2,0",{(wash)}{(room)},"30,43478261",24,24337,"27,27272727",45,125676
1436,washstands,NN,2,"0,2,0",{(wash)}{(stand)},"82,60869565",24,24337,"88,46153846",27,111818
1446,wastebaskets,NN,2,"0,2,0",{(waste)}{(basket)},50,9,45847,"28,57142857",8,13516
1449,wastelands,NN,2,"0,2,0",{(waste)}{(land)},25,9,45847,"20,68965517",59,140623
1454,watchbands,NN,2,"0,2,0",{(watch)}{(band)},"70,58823529",18,112901,70,21,86476
1455,watchdogs,NN,2,"0,2,0",{(watch)}{(dog)},"11,76470588",18,112901,"8,695652174",24,100925
1461,watchstraps,VB,2,"0,2,0",{(watch)}{(strap)},"82,35294118",18,112901,"83,33333333",7,7571
1462,watchtowers,NN,2,"0,2,0",{(watch)}{(tower)},"17,64705882",18,112901,100,2,28325
1463,watchword,NN,2,"0,2,0",{(watch)}{(word)},"58,82352941",18,112901,50,21,268282
1464,watchwords,NN,2,"0,2,0",{(watch)}{(word)},"58,82352941",18,112901,50,21,268282
1465,waterbirds,NN,2,"0,2,0",{(water)}{(bird)},82,51,129604,"80,95238095",22,38721
1466,watercannons,NN,2,"0,2,0",{(water)}{(cannon)},92,51,129604,100,3,9173
1467,waterchute,NN,2,"0,2,0",{(water)}{(chute)},92,51,129604,100,4,3427
1468,waterchutes,NN,2,"0,2,0",{(water)}{(chute)},92,51,129604,100,4,3427
1469,watercolour,NN,2,"0,2,0",{(water)}{(color)},32,51,129604,"35,71428571",15,127890
1470,watercolours,NN,2,"0,2,0",{(water)}{(color)},32,51,129604,"35,71428571",15,127890
1471,watercourses,NN,2,"0,2,0",{(water)}{(course)},76,51,129604,100,5,213523
1472,WATERFLOWS,NN|VB,2,"0,2,0",{(water)}{(flow)},92,51,129604,100,13,35371
1473,waterfowls,NN,2,"0,2,0",{(water)}{(fowl)},46,51,129604,20,6,677
1474,waterfronts,NN,2,"0,2,0",{(water)}{(front)},18,51,129604,"43,75",17,97955
1475,waterhen,NN,2,"0,2,0",{(water)}{(hen)},86,51,129604,100,4,1762
1476,waterhens,NN,2,"0,2,0",{(water)}{(hen)},86,51,129604,100,4,1762
1480,waterlines,NN,2,"0,2,0",{(water)}{(line)},48,51,129604,"53,96825397",64,426769
1481,waterman,NN,2,"0,2,0",{(water)(man)},26,51,129604,"16,66666667",211,300379
1482,watermarks,NN,2,"0,2,0",{(water)}{(mark)},30,51,129604,"42,85714286",29,181577
1483,watermelons,NN,2,"0,2,0",{(water)}{(melon)},24,51,129604,50,3,1446
1485,watermills,NN,2,"0,2,0",{(water)}{(mill)},74,51,129604,"52,63157895",20,39860
1486,waterproofed,JJ|VB,2,"0,2,0",{(water)}{(proof)},6,51,129604,"11,76470588",18,35272
1487,waterproofs,NN,2,"0,2,0",{(water)}{(proof)},6,51,129604,"11,76470588",18,35272
1488,waterspouts,NN,2,"0,2,0",{(water)}{(spout)},58,51,129604,50,3,2856
1489,watertables,NN,2,"0,2,0",{(water)}{(table)},88,51,129604,"92,85714286",15,78897
1497,WAVELAND,NN|VB,2,"0,2,0",{(wave)}{(land)},75,13,41921,"70,68965517",59,140623
1509,waybill,NN,2,"0,2,0",{(way)}{(bill)},"69,35483871",63,727683,"42,85714286",15,150616
1510,waybills,NN,2,"0,2,0",{(way)}{(bill)},"69,35483871",63,727683,"42,85714286",15,150616
1512,wayfaring,VB|NN|JJ,2,"0,2,0",{(way)(fare)},"82,25806452",63,727683,100,8,33108
1514,waylaying,VB|NN|JJ,2,"0,2,0",{(way)}{(lay)},"67,74193548",63,727683,"58,33333333",25,55753
1515,waylays,VB,2,"0,2,0",{(way)}{(lay)},"67,74193548",63,727683,"58,33333333",25,55753
1534,weatherboard,NN,2,"0,2,0",{(weather)}{(board)},"42,85714286",8,22436,"80,35714286",57,163026
1535,weatherboards,NN,2,"0,2,0",{(weather)}{(board)},"42,85714286",8,22436,"80,35714286",57,163026
1536,weathercock,NN,2,"0,2,0",{(weather)}{(cock)},"71,42857143",8,22436,"68,42105263",20,33086
1537,weathercocks,NN,2,"0,2,0",{(weather)}{(cock)},"71,42857143",8,22436,"68,42105263",20,33086
1539,weatherglass,NN,2,"0,2,0",{(weather)}{(glass)},100,8,22436,"94,11764706",18,35363
1540,weatherglasses,NN,2,"0,2,0",{(weather)}{(glass)},100,8,22436,"94,11764706",18,35363
1542,weatherproofed,JJ|VB,2,"0,2,0",{(weather)}{(proof)},"28,57142857",8,22436,"52,94117647",18,35272
1543,weatherproofing,VB|NN|JJ,2,"0,2,0",{(weather)}{(proof)},"28,57142857",8,22436,"52,94117647",18,35272
1544,weatherproofs,NN,2,"0,2,0",{(weather)}{(proof)},"28,57142857",8,22436,"52,94117647",18,35272
1565,weekdays,NN|RB,2,"0,2,0",{(week)}{(day)},"33,33333333",10,236278,"52,94117647",35,778343
1566,weekended,JJ,2,"0,2,0",{(week)}{(end)},"11,11111111",10,236278,"8,333333333",13,328521
1569,weekending,VB,2,"0,2,0",{(week)}{(end)},"11,11111111",10,236278,"8,333333333",13,328521
1570,weeknights,NN,2,"0,2,0",{(week)}{(night)},"77,77777778",10,236278,"65,51724138",30,162292
1587,weighbridge,NN,2,"0,2,0",{(weigh)}{(bridge)},"91,30434783",24,56346,100,11,26961
1588,weighbridges,NN,2,"0,2,0",{(weigh)}{(bridge)},"91,30434783",24,56346,100,11,26961
1621,wellsprings,NN,2,"0,2,0",{(well)}{(spring)},"11,11111111",10,558790,"30,76923077",14,41730
1628,Welshmen,NN,2,"0,2,0",{(welsh)}(men),100,4,3434,"53,50318471",158,125014
1641,WENDELLS,NN,2,"0,2,0",{(wen)}{(dell)},100,2,754,100,3,6188
1726,velocipede,NN,2,"0,2,0",{(veloc)(podo)},50,3,8200,"62,5",17,13943
1727,velocipedes,NN,2,"0,2,0",{(veloc)(podo)},50,3,8200,"62,5",17,13943
1848,vestrymen,NN,2,"0,2,0",{(vestry)}{(men)},100,2,16,"84,07643312",158,125014
1868,viaducts,NN,2,"0,2,0",{(via)(duct)},100,2,130913,"81,81818182",67,559015
1875,vibraphones,NN,2,"0,2,0",{(vibra)(phon)},0,1,45,70,41,207292
1890,viceroys,NN,2,"0,2,0",{(vice)(roy)},50,3,16500,100,6,34911
1904,victualled,VB,2,"0,2,0",{(victual)}{(led)},100,2,15,100,3,24335
1916,videotaped,VB,2,"0,2,0",{(video)}{(tape)},50,3,125689,"33,33333333",4,93406
1917,videotapes,NN,2,"0,2,0",{(video)}{(tape)},50,3,125689,"33,33333333",4,93406
1918,videotaping,VB|NN|JJ,2,"0,2,0",{(video)}{(tape)},50,3,125689,"33,33333333",4,93406
1969,violoncello,NN,2,"0,2,0",{(violon)(cello)},0,2,24,"66,66666667",4,1821
1970,violoncellos,NN,2,"0,2,0",{(violon)(cello)},0,2,24,"66,66666667",4,1821
1999,VISCOMETER,NN,2,"0,2,0",{(visco)(meter)},100,3,941,"94,73684211",58,68090
2046,vivaria,NN,2,"0,2,0",{(vive)}{(ria)},"88,46153846",27,48706,0,2,3
2085,VULTURELIKE,JJ|RB,2,"0,2,0",{(vulture)}{(like)},100,2,2067,"57,53424658",74,1232275
2121,WAGGIN,NN,2,"0,2,0",{(wag)}{(gin)},"71,42857143",8,937,50,7,1534
2130,wagtails,NN,2,"0,2,0",{(wag)}{(tail)},"28,57142857",8,937,"95,23809524",22,20426
2137,waistbands,NN,2,"0,2,0",{(waist)}{(band)},20,6,6037,25,21,86476
2138,waistcoats,NN,2,"0,2,0",{(waist)}{(coat)},60,6,6037,"46,15384615",14,18536
2139,waistlines,NN,2,"0,2,0",{(waist)}{(line)},40,6,6037,"65,07936508",64,426769
2153,walkabouts,VB|NN,2,"0,2,0",{(walk)}{(about)},50,19,87736,"77,77777778",10,1310534
2155,WALKIN,JJ,2,"0,2,0",{(walk)}{(in)},"22,22222222",19,87736,"57,14285714",15,8150301
2156,walkouts,NN,2,"0,2,0",{(walk)}{(out)},"66,66666667",19,87736,"94,11764706",35,1415807
2163,wallflowers,NN,2,"0,2,0",{(wall)}{(flower)},"55,55555556",10,108958,"38,46153846",14,16526
2168,wallpapered,VB|JJ,2,"0,2,0",{(wall)}{(paper)},"22,22222222",10,108958,25,17,130502
2169,wallpapering,VB|NN|JJ,2,"0,2,0",{(wall)}{(paper)},"22,22222222",10,108958,25,17,130502
2196,WANSEE,VB,2,"0,2,0",{(wan)}{(see)},60,6,6549,70,21,800097
2211,wardresses,NN,2,"0,2,0",{(war)}{(dress)},100,15,168818,"92,85714286",15,27506
2212,wardrobes,NN,2,"0,2,0",{(ward)}{(robe)},"11,11111111",10,27534,"33,33333333",4,3902
2213,wardrooms,NN,2,"0,2,0",{(ward)}{(room)},"55,55555556",10,27534,"68,18181818",45,125676
2216,WARFRONT,NN|JJ|VB,2,"0,2,0",{(war)}{(front)},"85,71428571",15,168818,100,17,97955
2217,warheads,NN,2,"0,2,0",{(war)}{(head)},"28,57142857",15,168818,"12,37113402",98,230581
2218,warhorses,NN,2,"0,2,0",{(war)}{(horse)},"78,57142857",15,168818,"23,52941176",35,39630
2223,warlords,NN,2,"0,2,0",{(war)}{(lord)},"14,28571429",15,168818,"11,11111111",10,51465
2227,warmongers,NN,2,"0,2,0",{(war)}{(monger)},"57,14285714",15,168818,10,11,813
2237,warthogs,NN,2,"0,2,0",{(wart)}{(hog)},"33,33333333",4,945,80,6,5828
2335,UXBRIDGE,NN,2,"0,2,0",{(ux)(bridge)},0,1,748,10,11,26961
2378,vainglory,NN,2,"0,2,0",{(vain)}{(glory)},50,7,2909,"77,77777778",10,15302
2400,VALEWE,NN,2,"0,2,0",{(val)}{(ewe)},95,21,41544,100,2,621
2408,VALMET,VB|NN,2,"0,2,0",{(val)}{(met)},55,21,41544,100,2,33966
2440,vantagepoints,NN|VB,2,"0,2,0",{(vantage)}{(point)},100,2,773,"95,23809524",22,431824
2864,trueloves,NN,2,"0,2,0",{(true)}{(love)},"83,33333333",7,33983,"73,68421053",20,232269
2930,Tuesdays,NN|RB,2,"0,2,0",{(tues)(day)},0,1,14431,"29,41176471",35,778343
2933,tugboats,NN,2,"0,2,0",{(tug)}{(boat)},100,2,2433,24,26,26516
2939,tumbledown,JJ,2,"0,2,0",{(tumble)}{(down)},100,4,2002,"85,18518519",28,315280
2982,TURBOFAN,NN,2,"0,2,0",{(turbo)}{(fan)},100,3,229,50,3,69956
2983,turbojets,NN,2,"0,2,0",{(turbo)}{(jet)},50,3,229,50,3,15835
2984,turboprop,NN,2,"0,2,0",{(turbo)}{(prop)},0,3,229,100,2,5634
2985,turboprops,NN,2,"0,2,0",{(turbo)}{(prop)},0,3,229,100,2,5634
3000,turnabouts,NN,2,"0,2,0",{(turn)}{(about)},"62,5",17,195606,"55,55555556",10,1310534
3001,turncoats,NN,2,"0,2,0",{(turn)}{(coat)},"81,25",17,195606,"38,46153846",14,18536
3002,turncock,NN,2,"0,2,0",{(turn)}{(cock)},"93,75",17,195606,"94,73684211",20,33086
3003,turncocks,NN,2,"0,2,0",{(turn)}{(cock)},"93,75",17,195606,"94,73684211",20,33086
3007,turnkeys,NN,2,"0,2,0",{(turn)}{(key)},"43,75",17,195606,"36,36363636",12,173057
3008,turnovers,NN,2,"0,2,0",{(turn)}{(over)},"12,5",17,195606,"26,31578947",20,475753
3009,turnspit,NN,2,"0,2,0",{(turn)}{(spit)},"87,5",17,195606,100,4,8127
3010,turnspits,NN,2,"0,2,0",{(turn)}{(spit)},"87,5",17,195606,100,4,8127
3011,turnstiles,NN,2,"0,2,0",{(turn)}{(stile)},75,17,195606,100,2,820
3012,turntables,NN,2,"0,2,0",{(turn)}{(table)},"31,25",17,195606,"21,42857143",15,78897
3016,TURTLEBACKS,NN,2,"0,2,0",{(turtle)}{(back)},100,4,6419,"94,11764706",69,549038
3017,turtledoves,NN,2,"0,2,0",{(turtle)}{(dove)},"66,66666667",4,6419,50,5,3543
3018,turtlenecks,NN,2,"0,2,0",{(turtle)}{(neck)},"33,33333333",4,6419,"23,52941176",18,20615
3067,twelvemonth,NN,2,"0,2,0",{(twelve)}{(month)},100,3,7329,100,4,204828
3068,twelvemonths,NN,2,"0,2,0",{(twelve)}{(month)},100,3,7329,100,4,204828
3105,twopences,NN,2,"0,2,0",{(two)(pence)},75,5,457072,"22,22222222",10,600
3115,typecasting,VB|NN,2,"0,2,0",{(typo)}{(cast)},60,36,282037,60,21,73405
3116,typecasts,VB,2,"0,2,0",{(typo)}{(cast)},60,36,282037,60,21,73405
3117,typefaces,NN,2,"0,2,0",{(typo)}{(face)},20,36,282037,"14,28571429",29,179045
3118,typescripts,NN,2,"0,2,0",{(typo)}{(script)},"71,42857143",36,282037,"68,29268293",42,343830
3119,typesets,VB|NN,2,"0,2,0",{(typo)}{(set)},"14,28571429",36,282037,"26,08695652",24,474416
